543326278553594;42695288;
543326281152660;42695288;
543326282796806;42695288;
543326309819237;43678392;
543326310066390;43678392;
543326327669525;44661728;
543326339706993;44661728;
543326340218539;44661728;
543326346631071;45645080;
543326346938173;45645080;
543326348110178;45645080;
543326349987834;45645080;
543326366407378;45645080;
543326373070843;46628152;
543326429889051;48594384;
543326438963005;48594384;
543326489520671;50561024;
543326489703622;50561024;
543326569664733;8128080;
543326571473857;8128080;
543326580351323;9386712;
543326580699475;9386712;
543326581081047;9386712;
543326581529522;9386712;
543326582537012;9386712;
543326583476144;9386712;
543326584301102;9386712;
543326584483708;9386712;
543326586468284;10015936;
543326587144489;10015936;
543326587228686;10015936;
543326587359537;10015936;
543326587900483;10015936;
543326590848587;10645112;
543326592827630;10645112;
543326597232442;10645112;
543326597401598;10645112;
543326602209733;11274552;
543326603029976;11274552;
543326604762955;11274552;
543326604992950;11274552;
543326612267743;11903792;
543326617959556;12533096;
543326619810725;12533096;
543326620680845;12533096;
543326620909686;12533096;
543326621185131;12533096;
543326621411039;12533096;
543326621556182;12533096;
543326628099824;13792080;
543326630640128;13792080;
543326631016409;13792080;
543326631167116;13792080;
543326631238777;13792080;
543326631704611;13792080;
543326632193104;13792080;
543326642065545;15679928;
543326642334518;15679928;
543326645529038;15679928;
543326646025827;16309160;
543326652217321;16938368;
543326652650325;16938368;
543326654621219;17567888;
543326654688408;17567888;
543326662671623;18826504;
543326662751386;18826504;
543326662826928;18826504;
543326664510393;18826504;
543326664580192;18826504;
543326676869809;20714072;
543326677143976;20714072;
543326682365838;21972704;
543326682597712;21972704;
543326683035050;21972704;
543326684601205;21972704;
543326691404491;23231128;
543326691502346;23231128;
543326694442749;23860888;
543326694690828;23860888;
543326697573644;23860888;
543326698190336;23860888;
543326701780580;24490440;
543326702142391;25119880;
543326702536966;25119880;
543326703219297;25119880;
543326703277198;25119880;
543326707177002;25749056;
543326711006044;26378288;
543326711160108;26378288;
543326713062429;27007464;
543326717665328;28265840;
543326718187366;28265840;
543326718727809;28265840;
543326719042650;28265840;
543326719090128;28265840;
543326721287709;28895016;
543326721463198;28895016;
543326722014801;28895016;
543326723225508;29524456;
543326723768803;29524456;
543326724027586;29524456;
543326724074910;29524456;
543326725072414;30153744;
543326725415979;30153744;
543326725563652;30153744;
543326725641632;30153744;
543326732093213;31412784;
543326732935416;32042024;
543326733156140;32042024;
543326733546632;32042024;
543326734020706;32042024;
543326736292514;32671544;
543326736423798;32671544;
543326736824220;32671544;
543326737615288;32671544;
543326740242325;33300712;
543326740314275;33930152;
543326740371522;33930152;
543326741043176;33930152;
543326745916309;35188776;
543326746192872;35188776;
543326747144501;35188776;
543326747362309;35188776;
543326747821422;35188776;
543326748283172;35818216;
543326748585077;35818216;
543326751039717;36447424;
543326752160686;36447424;
543326752208695;36447424;
543326753035788;36447424;
543326753196949;37076600;
543326753369613;37076600;
543326757611297;37705800;
543326759865595;38335040;
543326760381754;38335040;
543326760476723;38335040;
543326760524248;38335040;
543326763090671;39593416;
543326764685706;40222600;
543326764732368;40222600;
543326765572515;40222600;
543326765749079;40222600;
543326765771842;40222600;
543326765806715;40222600;
543326766433739;40222600;
543326767113446;40852184;
